団体コード,都道府県名,市区町村名,開設局数
142174,神奈川県,南足柄市,13
142182,神奈川県,綾瀬市,34
143014,神奈川県,三浦郡葉山町,19
143219,神奈川県,高座郡寒川町,23
143413,神奈川県,中郡大磯町,14
143421,神奈川県,中郡二宮町,10
143618,神奈川県,足柄上郡中井町,6
143626,神奈川県,足柄上郡大井町,7
143642,神奈川県,足柄上郡山北町,6
143669,神奈川県,足柄上郡開成町,5
143821,神奈川県,足柄下郡箱根町,10
143839,神奈川県,足柄下郡真鶴町,7
143847,神奈川県,足柄下郡湯河原町,11
144011,神奈川県,愛甲郡愛川町,14
144029,神奈川県,愛甲郡清川村,1
190004,山梨県,,202
192015,山梨県,甲府市,45
192023,山梨県,富士吉田市,16
192040,山梨県,都留市,19
192058,山梨県,山梨市,9
192066,山梨県,大月市,9
192074,山梨県,韮崎市,5
192082,山梨県,南アルプス市,28
192091,山梨県,北杜市,13
192104,山梨県,甲斐市,26
192112,山梨県,笛吹市,8
192121,山梨県,上野原市,3
192139,山梨県,甲州市,5
192147,山梨県,中央市,2
193461,山梨県,西八代郡市川三郷町,1
193658,山梨県,南巨摩郡身延町,1
193682,山梨県,南巨摩郡富士川町,4
193844,山梨県,中巨摩郡昭和町,3
194301,山梨県,南都留郡富士河口湖町,5
